UKPRN,HE Provider,Austria,Belgium,Bulgaria,Canary Islands,Croatia,Cyprus (European Union),Cyprus not otherwise specified,Czech Republic,Denmark,Estonia,Finland,France,French Guiana,Germany,Gibraltar,Greece,Guadeloupe,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Martinique,Netherlands,Poland,Portugal,Romania,Réunion,Slovakia,Slovenia,Åland Islands,Spain,Sweden,European Union not otherwise specified,Total European Union,Total
10003331,Regent's University London,20,55,35,0,5,5,0,0,10,0,5,100,0,100,0,10,0,5,5,150,5,5,10,0,0,20,5,20,35,0,5,0,0,65,90,0,765,"1,585"
10021100,Regents Theological College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10008455,Regent College,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,40,40
10005500,Robert Gordon University,5,10,100,0,0,50,0,30,10,20,30,85,0,115,0,60,0,30,250,55,25,50,5,5,0,35,80,10,55,0,20,0,0,25,30,0,"1,180","2,730"
10007776,Roehampton University,5,5,10,0,0,15,0,0,5,0,5,25,0,20,5,30,0,0,25,40,5,10,5,10,0,5,20,10,10,0,0,0,0,25,5,0,300,900
10005523,Rose Bruford College of Theatre and Performance,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,95
10007835,Royal Academy of Music,5,5,0,0,0,0,0,0,0,0,5,25,0,10,0,0,0,5,5,20,5,10,0,0,0,10,15,10,10,0,0,5,0,15,5,0,165,365
10005545,Royal Agricultural University,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,45,160
10007777,Royal College of Art,10,10,0,0,5,5,0,5,20,0,15,40,0,50,0,15,0,5,20,30,0,5,0,0,0,15,20,10,5,0,0,5,0,35,20,0,350,825
10007778,Royal College of Music,5,5,5,0,0,0,0,0,0,0,5,35,0,5,0,5,0,0,0,15,0,5,0,5,0,0,10,15,5,0,0,5,0,30,10,0,165,385
10005561,Royal Conservatoire of Scotland,0,0,5,0,0,5,0,0,5,0,5,10,0,10,0,5,0,10,15,5,0,15,0,0,0,0,5,5,5,0,0,0,0,10,5,0,110,255
10007816,The Royal Central School of Speech and Drama,5,5,5,0,0,0,0,0,5,0,5,10,0,5,0,5,0,0,5,5,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,80,235
10005553,Royal Holloway and Bedford New College,20,30,65,0,5,30,0,10,5,5,10,125,0,100,5,65,0,10,30,145,5,20,15,5,0,35,20,20,40,0,10,5,0,55,20,0,900,"3,140"
10007837,Royal Northern College of Music,0,5,0,0,0,5,0,0,0,0,0,5,0,5,5,0,0,0,5,0,0,10,0,0,0,5,5,5,5,0,0,0,0,10,0,0,65,205
10007779,The Royal Veterinary College,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,10,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5,5,0,65,295
10007803,The University of St. Andrews,55,40,45,0,5,25,0,35,20,5,20,140,0,440,0,50,0,55,45,135,10,55,15,5,0,60,60,10,20,0,25,5,0,65,75,0,"1,520","5,030"
10007839,SAE Education Limited,0,5,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,5,25,0,0,0,0,0,5,0,0,5,0,0,0,0,5,5,0,80,135
10007782,"St George's, University of London",0,0,0,0,0,10,0,0,0,0,0,5,0,5,0,5,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,130,380
10008026,St Mary's University College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
10007843,"St Mary's University, Twickenham",0,5,5,0,0,5,0,0,0,0,0,5,0,15,25,0,0,0,70,15,0,0,0,5,0,5,5,0,0,0,0,0,0,5,5,0,170,355
10007156,The University of Salford,5,10,125,0,0,305,0,5,0,5,0,45,0,25,5,95,0,5,105,50,20,15,5,5,0,15,35,20,85,0,10,0,0,25,10,0,"1,030","3,150"
10008362,London School of Science and Technology Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,10
10007780,SOAS University of London,15,45,5,0,0,5,0,15,20,0,15,95,0,145,0,20,0,10,15,250,5,10,5,0,0,45,35,10,10,0,5,0,0,50,45,0,890,"2,690"
10005700,SRUC,0,0,5,0,0,0,0,5,0,0,0,5,0,10,0,0,0,0,50,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,105,130
10005790,Sheffield Hallam University,5,10,20,0,0,70,0,5,5,5,0,20,0,50,15,20,0,0,35,15,5,15,0,5,0,5,10,5,20,0,0,0,0,45,10,0,390,"3,415"
10007157,The University of Sheffield,20,25,55,0,5,220,0,5,5,10,15,85,0,75,10,100,0,25,75,125,0,55,10,40,0,25,45,25,115,0,10,5,0,85,15,0,"1,295","8,450"
10005916,Slough Borough Council,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10006022,Solent University,5,10,85,0,0,135,0,0,0,25,5,45,0,130,10,80,0,5,20,35,40,35,5,0,0,10,15,20,85,0,30,0,0,45,5,0,895,"1,550"
10007158,The University of Southampton,15,35,55,5,5,180,5,10,5,10,5,140,0,125,10,190,0,20,95,175,15,40,10,10,0,40,65,40,100,0,5,5,0,120,15,0,"1,550","6,895"
10006299,Staffordshire University,10,0,0,0,0,20,0,0,5,0,0,280,0,65,0,20,0,0,25,5,0,5,5,0,0,5,5,5,0,0,0,0,0,25,5,0,490,"1,365"
10007804,The University of Stirling,10,15,35,0,0,45,0,10,15,0,35,35,0,155,0,75,0,30,100,55,5,25,10,10,0,15,10,5,10,0,0,0,0,45,45,0,800,"2,205"
10037449,University of St Mark and St John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30,55
10008010,Stranmillis University College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
10007805,The University of Strathclyde,15,15,210,0,5,15,5,15,10,15,35,100,0,160,0,280,0,25,95,150,25,110,10,15,0,25,70,25,45,0,10,0,0,105,50,0,"1,635","3,810"
10014001,University of Suffolk,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,5,5,30,0,0,0,0,0,0,0,70,115
10007159,The University of Sunderland,0,0,100,0,0,170,0,0,0,0,5,10,0,20,0,90,0,5,75,5,0,70,0,0,0,0,20,5,85,0,5,0,0,5,0,0,665,"4,205"
10007160,The University of Surrey,25,25,45,0,5,255,0,10,25,10,10,55,0,70,5,185,0,10,50,90,0,20,15,20,0,30,20,20,45,0,10,0,0,75,15,0,"1,150","4,070"
10007806,The University of Sussex,30,55,25,0,0,85,0,10,10,5,15,130,0,120,0,155,0,30,10,110,15,10,30,5,0,20,15,30,35,0,5,5,0,65,15,0,"1,045","4,210"
10007855,Swansea University,5,5,10,0,5,35,0,0,5,5,0,30,0,40,5,95,0,5,35,35,5,5,10,5,0,10,20,10,15,0,5,0,0,55,5,0,460,"2,775"
10032299,Tech Music Schools,5,10,10,0,0,5,0,5,5,5,5,30,0,5,5,5,0,0,5,50,5,10,0,5,0,0,0,15,5,0,0,0,0,10,75,0,285,345
10007161,Teesside University,0,5,5,0,0,10,0,0,0,0,0,5,0,20,5,25,0,0,70,10,5,0,0,5,0,5,5,5,20,0,0,0,0,15,5,0,225,"1,050"
10037822,Tottenham Hotspur Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10008017,Trinity Laban Conservatoire of Music and Dance,0,5,0,0,0,10,0,0,5,0,10,15,0,5,0,10,0,5,5,30,0,0,0,0,0,5,5,0,5,0,0,0,0,20,5,0,150,245
10007858,University of Wales Trinity Saint David,0,5,10,0,0,10,0,0,5,0,5,10,0,20,10,25,0,0,70,15,0,5,0,0,0,5,0,5,5,0,0,0,0,5,5,0,215,905
10007114,University of the Highlands and Islands,5,0,0,0,0,0,0,5,0,5,5,10,0,15,0,5,0,5,10,5,0,0,0,0,0,5,10,0,0,0,5,5,0,15,0,0,125,240
10007807,Ulster University,0,5,0,0,0,0,0,0,0,0,0,5,0,70,0,10,0,5,"1,540",10,5,5,0,5,0,5,5,0,45,0,5,0,0,10,5,0,"1,740","2,885"
10039956,The University of Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50
10007784,University College London,90,115,55,0,20,220,0,50,40,5,45,495,0,465,10,360,0,85,160,460,15,40,25,25,0,125,210,70,175,0,45,25,0,210,105,0,"3,745","12,690"
10007793,University of South Wales,5,5,45,0,5,110,0,15,5,20,20,90,0,280,10,80,0,10,120,45,15,15,5,10,0,40,65,25,85,0,10,0,0,35,10,0,"1,185","3,490"
10008574,The University of Wales (central functions),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007163,The University of Warwick,60,90,65,0,10,90,0,35,10,5,10,320,0,205,10,120,0,30,100,180,20,55,25,15,0,45,75,35,75,0,20,5,0,100,85,0,"1,900","7,425"
10007164,"University of the West of England, Bristol",5,10,20,5,0,115,0,0,5,0,10,40,0,80,15,45,0,10,80,45,10,25,5,5,0,25,30,20,20,0,5,0,0,70,15,0,720,"3,420"
10007800,The University of the West of Scotland,0,5,10,0,0,15,0,5,5,10,20,180,0,80,0,20,0,5,40,30,5,10,0,0,0,5,30,5,10,0,5,0,0,20,10,0,530,935
10006566,The University of West London,5,10,40,0,0,15,0,5,5,10,10,20,0,35,0,20,0,5,105,65,10,40,0,0,0,10,45,25,60,0,5,0,0,20,20,15,615,"1,895"
10007165,The University of Westminster,35,50,150,0,5,105,0,15,60,20,35,150,0,210,0,130,0,20,35,350,25,85,10,0,0,30,105,50,220,0,20,0,0,105,65,0,"2,100","6,095"
10003614,The University of Winchester,5,5,0,0,0,0,0,0,0,0,10,10,0,20,0,10,0,0,5,10,0,0,5,0,0,0,5,0,0,0,0,0,0,10,0,0,100,470
10007166,The University of Wolverhampton,0,0,15,0,0,165,0,0,5,5,10,20,0,20,20,25,0,5,25,10,20,5,0,0,0,15,45,5,0,0,0,0,0,10,0,0,430,"1,670"
10007139,University of Worcester,0,0,50,0,5,5,0,35,0,5,35,5,0,10,0,5,0,0,10,5,5,30,0,0,0,5,15,5,85,0,10,0,0,10,30,0,375,510
10007657,Writtle University College,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,85
10007713,York St John University,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,10,0,0,15,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,55,605
10007167,The University of York,20,25,55,0,0,15,0,10,10,10,15,70,0,85,10,100,0,35,30,95,10,45,15,10,0,35,35,15,50,0,0,0,0,55,30,0,890,"3,685"
,Total,"1,915","3,020","6,355",80,360,"9,605",195,"1,420","1,405","1,090","1,925","12,230",0,"13,860",815,"10,175",5,"1,740","10,980","10,915","1,550","4,390","1,120",905,10,"3,470","5,300","2,830","6,940",20,"1,425",380,5,"7,200","3,350",150,"127,135","442,225"
